frame,x_sp_ma,z_sp_ma,x_sp_lp,z_sp_lp,x_sift_ma,z_sift_ma,x_sift_lp,z_sift_lp,x_gt,z_gt
1339,321.6897609396373,367.27114317675824,322.18329730892117,367.8361833986044,310.3058037057187,362.6683531362885,310.03984141953083,362.76980800562603,316.5413,359.4078
1340,320.98148708417347,367.63572917774013,321.48977838567123,368.197563902251,309.61468313678546,363.03202255840097,309.3611031929113,363.1308414121352,315.8173,359.7875
1341,320.2605385298041,367.9815988544092,320.7809419039552,368.5420181509208,308.90683585565796,363.3799025406518,308.66640198997163,363.4761668832105,315.0938,360.16
1342,319.5271306456996,368.309722861285,320.05714674299855,368.86953363625105,308.1863881512829,363.7108594886444,307.9558331817416,363.80500159739137,314.3618,360.5179
1343,318.78363533754447,368.62096550183776,319.3228106392306,369.17904014941786,307.4557134498388,364.0228121954654,307.2329569720073,364.11526071152144,313.6081,360.8459
1344,318.02865166033246,368.91245599052365,318.57681705611714,369.4700133871532,306.71310482060727,364.31501815841796,306.4975064875417,364.40640351929,312.8526,361.1674
1345,317.2650261327848,369.1833494447394,317.8218305800243,369.7418702916144,305.96099800145583,364.58754382653615,305.7525294679585,364.67833769339603,312.0879,361.4726
1346,316.4919468079305,369.4364094948989,317.0564453230946,369.99480829898465,305.19790394651255,364.84114679383805,304.996844279552,364.93122546402356,311.3023,361.7443
1347,315.7120496779885,369.6685230585068,316.2827385145645,370.22608374780503,304.4264553803861,365.0744081426656,304.2329972304172,365.16401269078426,310.5092,362.0082
1348,314.9228831020139,369.8816542938553,315.49753265079227,370.4390955404266,303.64652550230494,365.28761755052653,303.4589005685864,365.3778739222029,309.7106,362.251
1349,314.12557209037953,370.07459559342567,314.70263680488,370.6320078956949,302.8599962682676,365.48015947492746,302.6768615819686,365.5713562005381,308.8893,362.4627
1350,313.3205508044862,370.2468871398909,313.89974067977727,370.8044021870685,302.0671081999709,365.6527907822376,301.88714474818823,365.7447292342163,308.0691,362.6622
1351,312.50571996891784,370.3997945270062,313.08666885370536,370.95746293238267,301.2656476627822,365.8076444999165,301.08782128394625,365.90025034566673,307.2347,362.8384
1352,311.68347344670764,370.5333903059615,312.26670376563743,371.0917689857426,300.45808627053674,365.94369284345584,300.28235015336594,366.0370566738375,306.4024,363.0034
1353,310.8518605710688,370.6483215673458,311.4390408706807,371.2075838103472,299.6388247558248,366.06222669662117,299.4647464222162,366.15623928238483,305.5606,363.1467
1354,310.0142126912768,370.7450294854813,310.60706551324483,371.30381839475757,298.81086582748543,366.16241171154525,298.63899685264994,366.25647559931707,304.6939,363.257
1355,309.171919617513,370.82236590128025,309.7701773205898,371.38129083860014,297.9753630550724,366.2442470394249,297.80636390886167,366.33837671664014,303.8279,363.3572
1356,308.3224134758565,370.88206144076185,308.9241442239721,371.44139891125377,297.13280672758333,366.3082284232302,296.9680253407388,366.4019381387443,302.9539,363.4381
1357,307.4671933448419,370.9247628972495,308.0733056732339,371.4838452228053,296.28369573971224,366.35461325743364,296.1250701272024,366.446971583031,302.0747,363.4942
1358,306.6056909919679,370.95002089467613,307.214714385514,371.50790454925675,295.4271828864598,366.3842362377628,295.2742228895813,366.4759311663054,301.2016,363.5377
1359,305.73997893466475,370.9565738019602,306.35171239527523,371.5124898952254,294.5638242805152,366.3980936380609,294.4172531841514,366.4893691861829,300.3133,363.5585
1360,304.8653980297265,370.9462863998074,305.47967622403405,371.50029024771567,293.6946091343271,366.39647654320777,293.5526687019377,366.4870215272577,299.4302,363.5616
1361,303.98452690235246,370.9212840742189,304.60306278591963,371.4737396633835,292.8205114987306,366.38080659816364,292.68218031849466,366.4701075377904,298.5375,363.5505
1362,303.0955454517377,370.88254005666954,303.72021838363827,371.43421796346126,291.9414239915149,366.350227812371,291.8078809748011,366.4375953397852,297.6318,363.5226
1363,302.20324864985224,370.8314805771499,302.8328560663042,371.3839741049332,291.05808359363994,366.30567240201253,290.9304923562762,366.39093180948686,296.7236,363.4866
1364,301.30365379537636,370.76778934584445,301.9400026740911,371.322185600232,290.1676315258009,366.2491437218404,290.04776672559166,366.3327548344243,295.8065,363.4401
1365,300.40364513881093,370.695540279514,301.04683498328995,371.252218009153,289.2772312787065,366.1814493984308,289.16463152307205,366.26481984674894,294.8851,363.381
1366,299.4986907065233,370.61728840740074,300.1503388339469,371.1749819720016,288.3839324297139,366.1061354053781,288.2785196639752,366.1916903637294,293.9599,363.3179
1367,298.59385028287943,370.53464674722403,299.2524595667185,371.0924687881126,287.4870628814634,366.02491072501994,287.38631784764317,366.11317142745406,293.0319,363.2453
1368,297.6848214586413,370.44747022928493,298.3488666567042,371.0052121773212,286.58714605311854,365.9393127024427,286.4890426027339,366.0309888817006,292.1042,363.1723
1369,296.7697698869106,370.35734581867433,297.437285313212,370.915657383224,285.6822066393967,365.84983208981635,285.58769916318556,365.9435870530532,291.1722,363.0961
1370,295.8529340876896,370.26373955919803,296.52282309693214,370.82302376120896,284.7759787390319,365.7589694870618,284.68545381731496,365.8536474991568,290.2382,363.0176
1371,294.93045291905946,370.1676745134344,295.60296008719104,370.7269242970879,283.8651149188262,365.66510537114306,283.77891102640024,365.75967102250127,289.3009,362.939
1372,294.0036233694282,370.0688734031986,294.6800345403259,370.6281845477534,282.9506041585631,365.56958516272994,282.8696497306917,365.663264778116,288.3655,362.8565
1373,293.0730311249483,369.96630849026945,293.7552912025774,370.5245747106899,282.0334304369455,365.46920525163995,281.95965234223553,365.5624514428413,287.4297,362.7691
1374,292.1389690894991,369.8609134824959,292.82896623758296,370.4178506086625,281.11508999700766,365.3658090603835,281.04573975305084,365.45823758270205,286.491,362.6785
1375,291.1990292951102,369.7515969473442,291.89545018752165,370.3056740421339,280.1927178272027,365.25907304830577,280.1264480507405,365.350745133238,285.5492,362.5827
1376,290.25788458848643,369.639160311589,290.9586033082547,370.19124551694614,279.2702705712731,365.15182243945264,279.2078275351731,365.241904645398,284.6186,362.4774
1377,289.31430068493506,369.52461863012127,290.01936456813866,370.0747840530811,278.3467313869413,365.0422653652605,278.2890808021228,365.1306649917864,283.6935,362.3702
1378,288.3677965102572,369.4091190310359,289.0769550654863,369.95813513794826,277.4236121943279,364.93244851683914,277.3712810574029,365.0191617383788,282.767,362.2727
1379,287.4207808319652,369.29508222037344,288.1342016373682,369.8453055315126,276.4994298312809,364.82391360070557,276.45046157710425,364.9108360607003,281.8446,362.1813
1380,286.4750190581944,369.1833781334193,287.19459949783516,369.7350682942192,275.57716977118565,364.7176138954859,275.533168582899,364.80499352253184,280.9206,362.098
1381,285.52655890867686,369.07397345884965,286.2523347969417,369.62813623307727,274.65540243111536,364.61498949189485,274.6138131518863,364.7037559886235,279.9996,362.0134
1382,284.58212157523224,368.96895912386157,285.3121053006047,369.52416050514944,273.73914534019883,364.5155711395461,273.6982990602844,364.6053475322015,279.083,361.9348
1383,283.64004477252604,368.86738749545896,284.3723391273446,369.4225280232597,272.82566319582014,364.42125450333754,272.7857696466114,364.5123049657174,278.169,361.8574
1384,282.7001441909829,368.77134823619605,283.434956441037,369.3249171747064,271.9140354099417,364.3345945576489,271.8756029531959,364.42526982749115,277.2589,361.7862
1385,281.76559094837813,368.68359974162007,282.500999876938,369.2355124216845,271.005724826853,364.2557395432606,270.96879500509846,364.34454905026723,276.3529,361.7183
1386,280.83277779306763,368.6018552893302,281.5679030953361,369.15355868422984,270.1012775729139,364.1866723175366,270.06258570217244,364.27528457217005,275.4468,361.6574
1387,279.9011190528059,368.5279811468637,280.63662103789665,369.07976118989865,269.1979739123236,364.128629396644,269.15754377129923,364.2168623705689,274.5422,361.6032
1388,278.97214149902914,368.4630195546487,279.7062810673225,369.01607930476865,268.29924232544255,364.0789255994826,268.25586921212204,364.1668455118718,273.639,361.5578
1389,278.0464062403819,368.4076758867025,278.7779636832412,368.9617296610125,267.40152911113597,364.03906432032693,267.3537428752442,364.1246851462534,272.737,361.5198
1390,277.1219407370652,368.36379472626385,277.84961550681766,368.9173881737211,266.5023284983173,364.0079466384612,266.45002886167,364.09027429352943,271.8374,361.4891
1391,276.19934730123896,368.33240611123614,276.9244937505611,368.88448945166937,265.60357608844265,363.98813460023246,265.54810543085097,364.0673099294254,270.9346,361.4656
1392,275.2760411173794,368.3118034533891,275.9984420913035,368.86270292625636,264.70354161827646,363.9799278841269,264.6450729696868,364.0548103323526,270.0356,361.455
1393,274.3548454513727,368.3042403147651,275.0749452535823,368.85404755131003,263.8033442430913,363.98194601706615,263.742195179021,364.0553336878539,269.1336,361.4582
1394,273.4330996879307,368.31161970089596,274.15074800389397,368.8602129678712,262.9021731288422,363.99569373709033,262.83887254934587,364.0695462104231,268.2285,361.4685
1395,272.5100514768287,368.3341645561404,273.22483200850587,368.8825880276416,261.9988779210758,364.0245010198862,261.9361264256822,364.09928490011794,267.3277,361.4977
1396,271.58739548862326,368.37143395010725,272.29930266371696,368.91963673342144,261.09829924202637,364.0674420815865,261.0356600821013,364.1427134782755,266.4269,361.5379
1397,270.6658718003334,368.4241626103389,271.3753118085844,368.97243041770247,260.20056408003313,364.1266145890009,260.13766114084524,364.2018896407592,265.529,361.6
1398,269.7412639285758,368.49302243766465,270.4505811545555,369.04170990295756,259.3014653659405,364.2013789259689,259.2396627012984,364.2775536308123,264.6304,361.676
1399,268.8198486987776,368.57716795208944,269.52872043303387,369.12532218755103,258.40674835031984,364.29317107907974,258.34533061300493,364.3700314092436,263.7298,361.7619
1400,267.8966691198602,368.67647874803856,268.6064491434432,369.22285118981563,257.51111178027367,364.3988530206359,257.44850521950497,364.47487588735936,262.8312,361.8659
1401,266.97628317708,368.7901951069312,267.6869101529535,369.3345036787877,256.616118442209,364.5165079301705,256.55062861605523,364.5897418325129,261.9403,361.9799
1402,266.05871647599645,368.9168083920192,266.76996536805206,369.4592010035904,255.7215408832392,364.6460447560739,255.65403475883213,364.71635596807323,261.0436,362.1087
1403,265.1449721080798,369.0590811195872,265.8561681955892,369.59991770180903,254.82767266722112,364.78773192600187,254.75863663821173,364.85403298771456,260.1499,362.2559
1404,264.2301890674578,369.21349494671443,264.9409456488173,369.75231381666094,253.9310846786002,364.9406643603438,253.86176473995738,365.0039073013302,259.2509,362.413
1405,263.31866948427086,369.38034370761244,264.02893258551296,369.91828591318546,253.03645035396707,365.1057392169744,252.96858848695052,365.16858564785576,258.3525,362.5763
1406,262.41155398664097,369.5611136903267,263.1219034217301,370.09905018247645,252.14269607219737,365.28058066020554,252.07825244577717,365.3460345010909,257.4629,362.7633
1407,261.50686121128086,369.7557820111632,262.2175144887573,370.2930562844557,251.25065803806865,365.46931675478515,251.18962302264018,365.5376670252437,256.5736,362.9599
1408,260.6052062930635,369.96440157042423,261.31554096165803,370.50181496816543,250.3633095137355,365.67292591039944,250.30364996205716,365.7434413763511,255.686,363.1819
1409,259.70595527803994,370.18755634076155,260.4164406089853,370.7246625796072,249.47983749320636,365.89063953716834,249.42240213193793,365.9627028269649,254.8028,363.415
1410,258.81087523607937,370.42472594224546,259.52184056696973,370.9639938684808,248.59948633480272,366.12414441676776,248.54229748156573,366.1972382921997,253.9173,363.6553
1411,257.92183239348384,370.6804565738304,258.63290294004037,371.221116037167,247.72405828855096,366.3753050184348,247.66704480364655,366.4491389676725,253.0459,363.9182
1412,257.037148336165,370.9537132581991,257.7476734398015,371.4955678948382,246.85161377325696,366.64345488644926,246.79520649166523,366.71924937837963,252.1699,364.2027
1413,256.15682860136917,371.2437946009846,256.8672605737108,371.7872875871183,245.98513353375108,366.9287785646866,245.9292133103108,367.0058636873113,251.2884,364.497
1414,255.2818861073784,371.5526450536179,255.99304281206457,372.0962526609068,245.11912279979012,367.2328158891747,245.0621739789493,367.3110181326099,250.4117,364.8207
1415,254.4110408491259,371.8805210793926,255.12065892297312,372.42508089723464,244.25601795406195,367.5552078734734,244.19723150023034,367.63466671057057,249.5403,365.1489
1416,253.54419978201508,372.2294574627729,254.25300617644294,372.7740406649632,243.39354395257868,367.89858013849937,243.3357740798517,367.97781483953224,248.6803,365.5049
1417,252.684557948924,372.5966035122596,253.39316142254663,373.1410670488257,242.5373837419645,368.2611796358598,242.47975547045274,368.3399424665904,247.8138,365.8787
1418,251.8309971708695,372.98110889472747,252.54074704604992,373.5254179787352,241.68561162212976,368.64260612195864,241.63005974904507,368.72101029389944,246.9495,366.2595
1419,250.9827332521092,373.3845351779315,251.69480271033535,373.927885258416,240.83703952392736,369.0443302563571,240.78586784680508,369.1224812880737,246.0947,366.6669
1420,250.1415947651926,373.80689438815506,250.85605612078544,374.3486217783723,239.99353048728267,369.46817774664106,239.94921679124943,369.54490549440993,245.2516,367.0926
1421,249.30953373416983,374.24844812161365,250.0272116487422,374.78780746989725,239.16222299474154,369.9111477849201,239.12225929028878,369.98634508197745,244.404,367.5267
1422,248.48612921510065,374.708478001026,249.20302636364,375.2476539504219,238.34249517125417,370.3727370507515,238.30513472558718,370.4459322291604,243.5626,367.994
1423,247.6674796534777,375.18917691403766,248.3836639633313,375.72933073157424,237.52748345488453,370.8560130312703,237.4914040054848,370.92723809317744,242.7218,368.4728
1424,246.85729259587944,375.6878527746132,247.57329111273927,376.2281605661586,236.72175318174212,371.35760857217775,236.68556263765302,371.4262691724514,241.899,368.9809
1425,246.05398070083572,376.2066007472278,246.7701824942656,376.7461064222319,235.92383516837282,371.87805960796186,235.8871522889391,371.94345149355183,241.0833,369.5083
1426,245.25780438221076,376.7450135552485,245.9751276917181,377.2824767295868,235.13485417507144,372.4171300363896,235.09819158506485,372.4795403307646,240.2685,370.0436
1427,244.46973258448764,377.3007825431485,245.1893263379652,377.8346350112135,234.35499878591267,372.97237540877495,234.3197407053777,373.0323143310054,239.4766,370.6015
1428,243.6899867947205,377.8747093145414,244.41422220643096,378.4042390985603,233.58400145971862,373.5454382889628,233.55160520833252,373.6029599163658,238.6973,371.1749
1429,242.9245462126565,378.4650343683586,243.65304459537336,378.9919377722816,232.82247597969828,374.13549131603367,232.7944491110783,374.18964176771294,237.9307,371.7584
1430,242.1718819151109,379.0704462192291,242.90416651316775,379.5963505394184,232.07478821703523,374.7399796034602,232.05023569341378,374.7923225302166,237.1792,372.3676
1431,241.43278115464423,379.69195514866595,242.16885856811007,380.2162587195225,231.34014689467662,375.35977240231364,231.31804982893058,375.4103639267938,236.4322,372.9839
1432,240.70807077254057,380.3283585440551,241.4471678168025,380.85120537661976,230.62070870697238,375.99360479544,230.6009606743256,376.0417107276064,235.7011,373.6192
1433,239.99765433206568,380.9781298676629,240.73814316722516,381.499293475296,229.91483639775618,376.63879596911437,229.8970158260639,376.6842896493103,234.9911,374.266
1434,239.30103895094516,381.6412049489499,240.04047560100557,382.1593707812788,229.2203809927311,377.296880231289,229.20268459688694,377.3400063166797,234.2824,374.9156
1435,238.6182199751239,382.3159219382599,239.35522838205276,382.83094081937253,228.5393624550394,377.9657906519476,228.52082910651066,378.0074739977142,233.5888,375.586
1436,237.94790916176768,383.0023618955921,238.6835260773237,383.51550190155575,227.87011864372107,378.6469538524282,227.84912927509976,378.68800105763916,232.9005,376.2719
1437,237.29016990767124,383.70145456210577,238.02363205716568,384.2147309699153,227.21205610799646,379.3404083622807,227.188698763051,379.38246291091946,232.2214,376.9651
1438,236.64433791697533,384.4117880583025,237.37661596987041,384.9252939206496,226.56636957894742,380.04533697382396,226.5413503602108,380.0892019831005,231.5636,377.6779
1439,236.00984400917315,385.134511291531,236.74175311890363,385.6493456488781,225.93150632407566,380.7625648125446,225.9074217092664,380.807745240358,230.9157,378.3972
1440,235.3876261737696,385.8691484053744,236.11921356535683,386.38580071282183,225.3095151105478,381.4922901654736,225.28763376088014,381.53784640240485,230.2839,379.136
1441,234.77795433761065,386.6173179446859,235.50925244908015,387.13460988278786,224.701288488214,382.233449062126,224.68099688068662,382.2788093135808,229.6556,379.8865
1442,234.18148382301223,387.37835282454586,234.9123578397661,387.89516170867415,224.1062345728759,382.98502107510075,224.08750142329228,383.0289710694678,229.042,380.6398
1443,233.59797807745588,388.1514366204413,234.32950198652716,388.66701744846966,223.52684366347162,383.74753408410834,223.50852383671955,383.79062033170163,228.4454,381.4086
1444,233.02916647556066,388.9372649255759,233.76203750060185,389.4521639182606,222.9619415606075,384.5208136058327,222.94332309411803,384.5634338978903,227.8707,382.1899
1445,232.47626068061356,389.734506974839,233.21056987269606,390.2480832672408,222.41453978498882,385.30437784541994,222.39622535218558,385.34792631203925,227.3043,382.9774
1446,231.9380215590689,390.54282108618975,232.67354579261595,391.055576630874,221.88304673326766,386.1031173860007,221.86552898229905,386.14950977435666,226.7627,383.7895
1447,231.4168073880844,391.36247655039944,232.1538539987774,391.8753512186052,221.36996480494017,386.912277594325,221.35481187541623,386.96114043356016,226.2311,384.6046
1448,230.9102544112538,392.19697622745855,231.6486830662966,392.7104225014809,220.87356599235386,387.73425061916396,220.86065105930234,387.7840830578462,225.7277,385.4392
1449,230.42086337702813,393.0415282292723,231.16024147241072,393.5561588022159,220.39529171904408,388.567309616224,220.3828040179971,388.61750376710336,225.2403,386.2842
1450,229.9482778981597,393.89938877805434,230.6885468751601,394.4144868694496,219.9335302721554,389.41388686575164,219.9203461704238,389.46441189160475,224.7615,387.1299
1451,229.4938456800917,394.76854672406773,230.2355384538184,395.2836520716263,219.49124406192743,390.27123967380254,219.47547764864584,390.3199085339956,224.307,387.9972
1452,229.0578992094749,395.6504451960363,229.80083705799234,396.1645551312196,219.06578046701327,391.1410984112723,219.0475993116112,391.1878607414787,223.8705,388.8753
1453,228.64093812727748,396.54581795902953,229.3843786001671,397.0573105430807,218.6585990680319,392.0192073436903,218.63922229657385,392.0659779152187,223.4464,389.7599
1454,228.24307105448307,397.4516680231932,228.98755421379255,397.96047811980674,218.26795038421412,392.90918862848343,218.2490397278949,392.95565420290336,223.0451,390.6671
1455,227.86486792892143,398.3658311039585,228.60965280605762,398.8723446383005,217.8956559314306,393.8110082711238,217.87795990564862,393.8557857207342,222.6518,391.5768
1456,227.5064832572191,399.2930544190825,228.25145604360526,399.79818357517723,217.5416748471668,394.72415564622537,217.52489462874124,394.76716179939024,222.2866,392.5113
1457,227.16854726471658,400.2300954096485,227.91367750826655,400.73382432135793,217.20908194921134,395.6439683664347,217.19345667332175,395.6853409972797,221.9429,393.4576
1458,226.8494969042422,401.1799647509968,227.5947605667112,401.6827250685541,216.89594946844196,396.5743806036033,216.88091017566146,396.61273518826573,221.6103,394.4076
1459,226.55046551102214,402.1386426889061,227.29592984539826,402.6395333750134,216.6029167484519,397.5120948016443,216.58776417056998,397.54835404171683,221.3031,395.38
1460,226.2716917680347,403.10650381918924,227.01726535497932,403.60470256669214,216.32860714767713,398.45843609975594,216.31394682834383,398.49132931199085,221.0093,396.3636
1461,226.01213887405927,404.0814293305753,226.757360852467,404.5767398009664,216.07380333488783,399.4142601058182,216.05877962776202,399.4473243483735,220.7316,397.3467
1462,225.772204447086,405.0693100358702,226.51640335055532,405.5616825074537,215.83790720381165,400.3815784812048,215.82253473606684,400.4163579340832,220.481,398.3491
1463,225.55209297340636,406.0677619993218,226.29700807132647,406.55809998673055,215.62072565823726,401.3611476787492,215.6048185976992,401.3975988506072,220.2472,399.3509
1464,225.35090046957657,407.0772963852937,226.09671370413417,407.56628912111364,215.4218115628402,402.35111536444253,215.40684601176133,402.38660575381596,220.0361,400.3749
1465,225.1696163048148,408.09248872093104,225.916707553563,408.5800181703842,215.24196131192588,403.3501973368425,215.2282205522474,403.3822844482648,219.8367,401.417
1466,225.0064592464763,409.122836396934,225.75483479875987,409.60800411598734,215.08044793763594,404.3609444406243,215.06827816976076,404.3869924580133,219.653,402.4705
1467,224.8615871518129,410.1648590745805,225.61154068825206,410.64652884368377,214.93677503624258,405.3852048403325,214.92599264177153,405.40428182704306,219.4927,403.546
1468,224.73736264145447,411.2175147046674,225.48842783369994,411.69273133446615,214.8119463918174,406.4216088106196,214.80280755032055,406.4371889575056,219.3562,404.6346
1469,224.6320406238924,412.2807943534535,225.38361109961494,412.75092055471885,214.70686930506264,407.4639198799138,214.70010715915146,407.47498946112216,219.2302,405.7221
1470,224.54429825878145,413.3577371093372,225.2977176904273,413.8225727404305,214.6230230653627,408.517905868206,214.61913584455476,408.52546588298094,219.1311,406.8297
1471,224.47711451903962,414.44020701821717,225.23241161679553,414.8992733942257,214.55991885039245,409.5846132518253,214.55859309861606,409.588171987782,219.0564,407.942
1472,224.42935298422253,415.5343266696945,225.18659781243844,415.98422077216,214.51536440352973,410.6654355404172,214.51505118582884,410.6627786259224,218.9905,409.0537
1473,224.40244791824753,416.637841695193,225.1612168019408,417.07933643475945,214.48922309013778,411.76220415617524,214.48817976019575,411.7500085623503,218.9549,410.1762
1474,224.39629530552475,417.74669378162884,225.15605304678158,418.18073471121255,214.4813627468519,412.86268516566463,214.4779164034734,412.8402746709046,218.9366,411.2973
1475,224.4094634877439,418.86761906763587,225.16978255166254,419.291566034078,214.49274200699548,413.9687930389986,214.48744357450607,413.9369547215933,218.9394,412.4328
1476,224.44301319477398,419.9902636394149,225.20332727923153,420.4055394272265,214.5212209979105,415.08058646605593,214.51432817979745,415.0351620885319,218.961,413.5661
1477,224.49545887511354,421.11561578076186,225.25502725138793,421.52362968545447,214.56491063139862,416.1966515504617,214.5585060902035,416.1376008890299,219.0027,414.6952
1478,224.56660601071616,422.24555427437514,225.32522633297688,422.6447816962256,214.62394721939802,417.31229951767864,214.61949055974026,417.2419835138721,219.0648,415.8316
1479,224.6541107685085,423.379733274573,225.41079448219725,423.7698311894032,214.69918374560964,418.4293745964952,214.6963582562423,418.3506350814996,219.1459,416.9679
1480,224.75419118875053,424.5127555029208,225.5087126090283,424.89460667315956,214.7879434115719,419.54237161726826,214.7856984652634,419.4588470087127,219.2317,418.1039
1481,224.86358551849224,425.64384288047455,225.61591873500203,426.01824628956774,214.8882658334908,420.65452368957347,214.88508276613013,420.5661943919272,219.3371,419.2432
1482,224.9834538547647,426.7777967592786,225.73380915219218,427.14660637149035,214.9970971443632,421.7706412066399,214.9936620440646,421.67775436173827,219.4519,420.3897
1483,225.11302624911252,427.9099636192865,225.86270194736332,428.2746576109695,215.11544757861904,422.885480013467,215.11144647122498,422.7887285268631,219.5701,421.5272
1484,225.2508886982781,429.04407765156935,225.99929693149429,429.40502095113493,215.2420986117176,424.00272880855516,215.23701110337157,423.9030736270582,219.6975,422.668
1485,225.3961378789334,430.1764425657333,226.1442579761698,430.53493305534346,215.37661743803622,425.1201027498144,215.37060818530608,425.0185925963118,219.8298,423.8066
1486,225.55166346133106,431.3274960924835,226.29909251550345,431.68317757206347,215.52354622663105,426.2535810116236,215.51817172327023,426.14879764692915,219.9796,424.9678
1487,225.71101129960837,432.4416956643737,226.45823713094464,432.794507592397,215.67680812417174,427.3516682442568,215.67323352474136,427.2439892127286,220.1363,426.0926
1488,225.88234086264606,433.57546041059885,226.62924018303536,433.92615150723026,215.84158016883364,428.46853793150484,215.83942548282678,428.3586618010569,220.3105,427.2372
1489,226.0569415458356,434.7160207285775,226.8034945764087,435.0665744722518,216.01242620342106,429.58977346537296,216.01067521709936,429.4784531558198,220.4887,428.3867
1490,226.23367397990435,435.8626126072017,226.98151179746125,436.2147658087174,216.18891050199284,430.71429365207484,216.18750458123765,430.6027139827818,220.6781,429.5347
1491,226.4149202833466,437.0142976472581,227.16353499155866,437.3667642172482,216.37069707332105,431.8402689345499,216.36762256703744,431.728164298458,220.8689,430.6848
1492,226.59790772309995,438.1695533991918,227.346723141557,438.5205185399345,216.55607633199062,432.96905827661317,216.5494484830033,432.8580488628212,221.0593,431.8406
1493,226.7836921779922,439.3317344600217,227.5313311758683,439.677707156225,216.7420924748429,434.10765301283084,216.73181432975514,433.99385328256176,221.2494,432.9996
1494,226.9716462913114,440.4979408878208,227.7197222386853,440.8358667235338,216.92609113986938,435.2503521938946,216.91415997164393,435.13270169378336,221.4414,434.1619
1495,227.15889993792615,441.66939511684114,227.90788814759432,441.9978398605734,217.11072825402874,436.3992098724208,217.09790381862507,436.2766681344721,221.6359,435.3259
1496,227.34975589400466,442.83733763154703,228.09891365391334,443.1582162189109,217.29663757966284,437.5483628806223,217.28295528620905,437.42086938114414,221.8356,436.4909
1497,227.54020702616583,444.00432741157226,228.2886363369223,444.3216557540548,217.4816324852769,438.69973319638376,217.46838336236544,438.5683369832374,222.0385,437.6634
1498,227.73132594527215,445.1735785891867,228.48064635060433,445.48860531363755,217.66640329120875,439.85561189612946,217.65472219697438,439.7182674271411,222.2454,438.8358
1499,227.92485640873045,446.34757320420243,228.67532838104282,446.6609209260702,217.8527707978207,441.01584424702133,217.8439128399164,440.87376744294494,222.4578,440.0148
1500,228.12011255693537,447.52212164831036,228.87143129058828,447.8340077757189,218.03877473729216,442.17597576183977,218.03155633187797,442.0302161471471,222.6742,441.1924
1501,228.31442127719745,448.69910358817333,229.0677973201997,449.0091703549626,218.22538150060635,443.3379527540058,218.21908548262283,443.1890561490158,222.8912,442.3782
1502,228.5094472122318,449.88109568592563,229.26264533167875,450.18864924369234,218.41289657842492,444.5042432449837,218.40757628883196,444.3519794128753,223.1108,443.5699
1503,228.70295573631003,451.0656696156285,229.45704911628098,451.3698576301022,218.59962953179536,445.6703427482657,218.59548681768334,445.5142541428908,223.3247,444.7664
1504,228.9000362900118,452.2568742210053,229.65315411243674,452.5578451844943,218.78681740423926,446.843182269485,218.7825435981299,446.68422681794544,223.5434,445.9677
1505,229.09773765533197,453.4525761342809,229.85029448904749,453.7515496228206,218.97511487683613,448.0212331437853,218.97090840956685,447.8602602197985,223.7601,447.1766
1506,229.29603699888955,454.6526036361639,230.04887556398356,454.9501197980214,219.1649322027549,449.2015390875231,219.16281956001194,449.0386084486641,223.9768,448.3904
1507,229.49552512310223,455.8552836616849,230.24947432302278,456.1505430443956,219.35783550241,450.3832745575172,219.35666777683554,450.21791854018096,224.1973,449.606
1508,229.6962417018549,457.06951062343677,230.45076260831655,457.36332346980623,219.5549017802808,451.568587800678,219.55459869226527,451.399651034743,224.4204,450.8301
1509,229.90122123551382,458.29042801697165,230.65510640439922,458.579746594654,219.75674649568464,452.7581766890385,219.7577056913863,452.58439383531413,224.6451,452.0526
1510,230.10832802976034,459.5148933864944,230.86121232432598,459.7986135284303,219.96236814868706,453.94783516125227,219.96369945856688,453.76730163638166,224.8697,453.2755
1511,230.31762559286196,460.7463812958866,231.06981490426855,461.02487990249256,220.1721607133034,455.1377316299687,220.17114647250776,454.95247768989714,225.0968,454.5047
1512,230.53065388937117,461.9831692428273,231.2817060378862,462.2550373184467,220.38740024942985,456.3311844674509,220.38300709505762,456.1441093511132,225.3263,455.738
1513,230.745369663945,463.22299853989404,231.49428424420262,463.4882437300361,220.60420496871023,457.5273736706404,220.59576950440172,457.3399576970826,225.55,456.9749
1514,230.96204607671186,464.4641435293947,231.70905926849636,464.7206062243939,220.82309654910924,458.7233042798563,220.8094882106702,458.53523936189424,225.7775,458.2064
1515,231.182522170785,465.7042264414054,231.92733093730084,465.95571399488006,221.04461774719562,459.9216319444435,221.0272457393537,459.7314070878159,226.0135,459.4382
1516,231.40681740298635,466.94549908286143,232.15062412853183,467.19044815233525,221.2662849095407,461.12160601508805,221.2464447708388,460.92880700646043,226.2505,460.6683
1517,231.63445130803018,468.18722485392334,232.3780111606687,468.4260156800169,221.49086670160392,462.32405484759437,221.47076414966114,462.1266737693936,226.4965,461.8961
1518,231.86510520164666,469.4258842903696,232.6091331155628,469.6609029880417,221.71926201926559,463.5260245387103,221.69938149429456,463.32271269672884,226.7427,463.1314
1519,232.098607437142,470.66482418929024,232.84354043949904,470.8970347003968,221.9451266079608,464.7247866990579,221.92515370374662,464.51724097187616,226.9927,464.3664
1520,232.3363681455912,471.90330429877554,233.08049042420853,472.1340873250146,222.17517176327092,465.9249209857343,222.1553115390939,465.7170308046843,227.2405,465.5987
